market,commodity,date,price_per_kg,expected_price,flagged
Kawangware (Nairobi),Meat (beef),2021-12-15,550.0,575.71,False
Kakuma 4,Rice,2021-12-15,100.0,100.0,False
IFO (Daadab),Meat (camel),2021-12-15,587.5,583.33,False
HongKong (Kakuma),Maize flour,2021-12-15,67.5,70.0,False
IFO (Daadab),Sugar,2021-12-15,114.39,99.31,True
Kalobeyei (Village 1),Potatoes (Irish),2021-12-15,40.0,40.0,False
Kakuma 4,Salt,2021-12-15,56.25,66.64999999999999,False
Mukuru (Nairobi),Rice,2021-12-15,100.0,100.0,False
Kakuma 2,Wheat flour,2021-12-15,79.17,72.5,True
Kalobeyei (Village 1),Salt,2021-12-15,75.0,50.0,True
Kakuma 2,Maize,2021-12-15,46.67,40.0,True
Kakuma 2,Sugar,2021-12-15,130.0,115.0,True
Mathare (Nairobi),Meat (beef),2021-12-15,550.0,550.0,False
Kibra (Nairobi),Rice,2021-12-15,100.0,100.0,False
Kalobeyei (Village 2),Beans (dry),2021-12-15,100.0,117.5,False
Kibra (Nairobi),Beans (dry),2021-12-15,130.0,130.0,False
Kakuma 2,Maize flour,2021-12-15,70.42,70.0,False
Hagadera (Daadab),Maize,2021-12-15,52.31,53.8,False
IFO (Daadab),Meat (goat),2021-12-15,562.5,566.67,False
Kawangware (Nairobi),Potatoes (Irish),2021-12-15,68.89,68.75,False
Kibra (Nairobi),Maize,2021-12-15,50.0,50.0,False
Hagadera (Daadab),Sugar,2021-12-15,120.3,105.09,True
Mukuru (Nairobi),Maize,2021-12-15,55.0,45.0,True
Kakuma 2,Beans (dry),2021-12-15,111.67,100.0,False
Ethiopia (Kakuma),Salt,2021-12-15,50.0,63.349999999999994,False
Kakuma 3,Wheat flour,2021-12-15,76.04,73.33,True
Kakuma 3,Rice,2021-12-15,117.5,120.0,False
Kakuma 3,Potatoes (Irish),2021-12-15,50.0,43.33,False
Mogadishu (Kakuma),Salt,2021-12-15,50.0,50.0,False
Ethiopia (Kakuma),Maize,2021-12-15,50.0,50.0,False
Kakuma 3,Meat (goat),2021-12-15,465.0,465.0,False
HongKong (Kakuma),Wheat flour,2021-12-15,74.38,75.59,False
Kangemi (Nairobi),Maize flour,2021-12-15,63.5,60.56,False
Kakuma 2,Potatoes (Irish),2021-12-15,46.67,50.0,False
Kibra (Nairobi),Maize flour,2021-12-15,55.0,55.0,False
IFO (Daadab),Beans (dry),2021-12-15,101.93,101.14,False
Kawangware (Nairobi),Wheat flour,2021-12-15,69.23,71.92,False
Kalobeyei (Village 1),Maize,2021-12-15,47.5,36.67,True
Kawangware (Nairobi),Maize flour,2021-12-15,64.62,63.46,False
Ethiopia (Kakuma),Rice,2021-12-15,120.0,109.33,True
Kalobeyei (Village 2),Salt,2021-12-15,50.0,62.5,False
Hagadera (Daadab),Beans (dry),2021-12-15,90.12,91.7,False
Kakuma 4,Potatoes (Irish),2021-12-15,51.25,50.0,False
Kakuma 3,Beans (dry),2021-12-15,102.5,100.0,False
IFO (Daadab),Salt,2021-12-15,50.0,50.0,False
Mukuru (Nairobi),Potatoes (Irish),2021-12-15,65.0,50.0,True
Kakuma 3,Maize flour,2021-12-15,65.0,65.0,False
Hagadera (Daadab),Meat (goat),2021-12-15,500.0,487.83,False
Kalobeyei (Village 1),Maize flour,2021-12-15,65.0,65.0,False
Kakuma 3,Maize,2021-12-15,47.5,40.0,False
Kakuma 4,Beans (dry),2021-12-15,110.0,113.33,False
Kakuma 2,Salt,2021-12-15,50.0,57.949999999999996,False
Mukuru (Nairobi),Beans (dry),2021-12-15,120.0,120.0,False
Kakuma 2,Rice,2022-01-15,113.67,125.0,False
Kawangware (Nairobi),Sugar,2022-01-15,120.0,112.31,False
Kakuma 2,Maize flour,2022-01-15,68.83,70.42,False
Kangemi (Nairobi),Sugar,2022-01-15,117.5,112.22,False
Ethiopia (Kakuma),Maize flour,2022-01-15,65.0,70.0,False
Kalobeyei (Village 1),Wheat flour,2022-01-15,83.83,80.0,False
Kalobeyei (Village 2),Wheat flour,2022-01-15,81.67,65.0,True
Mukuru (Nairobi),Beans (dry),2022-01-15,120.0,120.0,False
Kawangware (Nairobi),Meat (beef),2022-01-15,550.0,550.0,False
Kangemi (Nairobi),Meat (beef),2022-01-15,540.0,550.0,False
Ethiopia (Kakuma),Rice,2022-01-15,93.75,120.0,True
Kakuma 2,Sugar,2022-01-15,129.67,130.0,False
Mukuru (Nairobi),Salt,2022-01-15,50.0,50.0,False
Kakuma 3,Meat (goat),2022-01-15,522.33,465.0,True
Kakuma 4,Salt,2022-01-15,53.89999999999999,56.25,False
Mukuru (Nairobi),Rice,2022-01-15,100.0,100.0,False
Kalobeyei (Village 1),Salt,2022-01-15,61.65,75.0,False
Kibra (Nairobi),Rice,2022-01-15,100.0,100.0,False
Kakuma 2,Beans (dry),2022-01-15,105.33,111.67,False
Mogadishu (Kakuma),Maize flour,2022-01-15,70.0,62.5,True
Ethiopia (Kakuma),Maize,2022-01-15,44.38,50.0,False
Kawangware (Nairobi),Potatoes (Irish),2022-01-15,68.0,68.89,False
Kakuma 3,Rice,2022-01-15,123.62,117.5,False
Kalobeyei (Village 3),Wheat flour,2022-01-15,73.0,70.0,False
Kawangware (Nairobi),Salt,2022-01-15,50.0,50.0,False
HongKong (Kakuma),Salt,2022-01-15,50.0,50.0,False
Kalobeyei (Village 1),Maize flour,2022-01-15,74.5,65.0,True
Kalobeyei (Village 3),Rice,2022-01-15,96.5,80.0,False
Kakuma 3,Wheat flour,2022-01-15,78.12,76.04,False
Kakuma 3,Salt,2022-01-15,50.0,50.0,False
Kibra (Nairobi),Wheat flour,2022-01-15,67.5,67.5,False
Kangemi (Nairobi),Maize,2022-01-15,50.0,50.0,False
Kawangware (Nairobi),Wheat flour,2022-01-15,70.0,69.23,False
Kalobeyei (Village 1),Potatoes (Irish),2022-01-15,54.38,40.0,True
Kakuma 2,Potatoes (Irish),2022-01-15,49.38,46.67,False
Kakuma 3,Beans (dry),2022-01-15,100.27,102.5,False
Kawangware (Nairobi),Maize flour,2022-01-15,58.33,64.62,False
Mukuru (Nairobi),Maize,2022-01-15,60.0,55.0,False
Kalobeyei (Village 2),Beans (dry),2022-01-15,114.0,100.0,False
Mogadishu (Kakuma),Sugar,2022-01-15,130.0,130.0,False
Kibra (Nairobi),Beans (dry),2022-01-15,130.0,130.0,False
HongKong (Kakuma),Rice,2022-01-15,103.75,105.0,False
Kakuma 2,Salt,2022-01-15,50.0,50.0,False
Kakuma 3,Maize flour,2022-01-15,72.72,65.0,True
Kangemi (Nairobi),Salt,2022-01-15,50.0,50.0,False
Kakuma 4,Beans (dry),2022-01-15,110.0,110.0,False
Kakuma 3,Sugar,2022-01-15,127.47,135.42,False
Ethiopia (Kakuma),Beans (dry),2022-01-15,104.38,110.0,False
Kakuma 4,Rice,2022-01-15,103.67,100.0,False
HongKong (Kakuma),Maize,2022-01-15,48.75,42.5,False
Kakuma 2,Wheat flour,2022-01-15,76.33,79.17,False
HongKong (Kakuma),Sugar,2022-01-15,134.38,126.25,True
Kakuma 4,Sugar,2022-01-15,130.78,133.75,False
Ethiopia (Kakuma),Wheat flour,2022-01-15,74.69,80.0,True
Kakuma 3,Potatoes (Irish),2022-01-15,49.22,50.0,False
HongKong (Kakuma),Maize flour,2022-01-15,70.0,67.5,False
Mogadishu (Kakuma),Beans (dry),2022-01-15,117.5,105.0,False
Kalobeyei (Village 2),Sugar,2022-01-15,140.87,120.0,True
HongKong (Kakuma),Wheat flour,2022-01-15,77.19,74.38,False
Mathare (Nairobi),Meat (beef),2022-01-15,550.0,550.0,False
Ethiopia (Kakuma),Salt,2022-01-15,50.0,50.0,False
Kangemi (Nairobi),Rice,2022-01-15,100.0,100.0,False
Kibra (Nairobi),Maize flour,2022-01-15,57.5,55.0,False
Kakuma 2,Maize,2022-01-15,47.17,46.67,False
Mogadishu (Kakuma),Salt,2022-01-15,50.0,50.0,False
Mukuru (Nairobi),Meat (beef),2022-01-15,550.0,550.0,False
Kalobeyei (Village 3),Sugar,2022-01-15,129.67,120.0,True
Kawangware (Nairobi),Rice,2022-01-15,100.0,100.0,False
Kalobeyei (Village 1),Sugar,2022-01-15,130.0,130.0,False
Kalobeyei (Village 2),Maize flour,2022-01-15,70.0,55.0,True
Kakuma 4,Maize flour,2022-01-15,69.06,68.75,False
Kibra (Nairobi),Maize,2022-01-15,45.0,50.0,False
Kakuma 4,Maize,2022-01-15,54.33,50.0,False
Mukuru (Nairobi),Maize flour,2022-01-15,60.0,65.0,False
Mukuru (Nairobi),Wheat flour,2022-01-15,70.0,70.0,False
Kalobeyei (Village 3),Beans (dry),2022-01-15,100.0,100.0,False
Kangemi (Nairobi),Wheat flour,2022-01-15,68.12,70.0,False
Kibra (Nairobi),Sorghum,2022-01-15,80.0,80.0,False
Kalobeyei (Village 1),Maize,2022-01-15,47.33,47.5,False
Kalobeyei (Village 2),Salt,2022-01-15,73.35,50.0,True
Kakuma 3,Maize,2022-01-15,53.62,47.5,False
Mukuru (Nairobi),Potatoes (Irish),2022-01-15,35.0,65.0,True
Kalobeyei (Village 3),Salt,2022-01-15,55.849999999999994,75.0,False
Kibra (Nairobi),Sugar,2022-01-15,122.5,130.0,False
Kibra (Nairobi),Salt,2022-01-15,50.0,50.0,False
Ethiopia (Kakuma),Sugar,2022-01-15,124.38,140.0,False
Kangemi (Nairobi),Maize flour,2022-01-15,58.75,63.5,False
Kakuma 4,Potatoes (Irish),2022-01-15,50.0,51.25,False
Kalobeyei (Village 1),Rice,2022-01-15,100.0,100.0,False
Kalobeyei (Village 1),Beans (dry),2022-01-15,119.33,110.0,False
Mogadishu (Kakuma),Rice,2022-01-15,103.75,110.0,False
Mukuru (Nairobi),Sugar,2022-01-15,116.5,118.85,False
Kakuma 3,Meat (beef),2022-01-15,482.67,500.0,False
Kalobeyei (Village 2),Rice,2022-01-15,99.0,100.0,False
HongKong (Kakuma),Beans (dry),2022-01-15,108.75,105.0,False
Kakuma 4,Wheat flour,2022-01-15,81.17,80.0,False
Mukuru (Nairobi),Sorghum,2022-01-15,80.0,80.0,False
Kalobeyei (Village 2),Maize,2022-01-15,50.0,40.0,False
Kalobeyei (Village 3),Maize flour,2022-01-15,65.33,60.0,False
Kalobeyei (Village 1),Rice,2022-02-15,100.0,100.0,False
Ethiopia (Kakuma),Salt,2022-02-15,63.449999999999996,50.0,False
Mogadishu (Kakuma),Sugar,2022-02-15,132.69,130.0,False
Kalobeyei (Village 1),Sugar,2022-02-15,132.69,130.0,False
Kakuma 3,Meat (beef),2022-02-15,450.0,482.67,False
Kakuma 3,Maize flour,2022-02-15,70.9,72.72,False
Kakuma 3,Sugar,2022-02-15,134.0,127.47,False
Kalobeyei (Village 3),Rice,2022-02-15,100.0,96.5,False
Kakuma 2,Rice,2022-02-15,119.23,113.67,False
Mogadishu (Kakuma),Rice,2022-02-15,132.69,103.75,True
HongKong (Kakuma),Beans (dry),2022-02-15,105.38,108.75,False
Kakuma 3,Salt,2022-02-15,50.0,50.0,False
Kakuma 4,Wheat flour,2022-02-15,80.0,81.17,False
Ethiopia (Kakuma),Maize flour,2022-02-15,67.69,65.0,False
Kalobeyei (Village 2),Maize flour,2022-02-15,60.0,70.0,False
HongKong (Kakuma),Rice,2022-02-15,113.85,103.75,False
Kalobeyei (Village 2),Sugar,2022-02-15,124.46,140.87,True
Kalobeyei (Village 2),Maize,2022-02-15,47.31,50.0,False
Kalobeyei (Village 3),Sugar,2022-02-15,127.69,129.67,False
Kalobeyei (Village 3),Beans (dry),2022-02-15,110.77,100.0,False
HongKong (Kakuma),Maize,2022-02-15,42.69,48.75,False
Ethiopia (Kakuma),Sugar,2022-02-15,125.38,124.38,False
Kalobeyei (Village 2),Beans (dry),2022-02-15,105.38,114.0,False
Mogadishu (Kakuma),Beans (dry),2022-02-15,100.0,117.5,False
Kakuma 4,Maize,2022-02-15,45.0,54.33,True
Kalobeyei (Village 1),Beans (dry),2022-02-15,104.62,119.33,False
HongKong (Kakuma),Sugar,2022-02-15,130.0,134.38,False
Kalobeyei (Village 3),Maize flour,2022-02-15,75.38,65.33,False
Kakuma 4,Maize flour,2022-02-15,68.85,69.06,False
Kakuma 2,Salt,2022-02-15,50.0,50.0,False
Kalobeyei (Village 2),Rice,2022-02-15,122.69,99.0,True
Kakuma 2,Maize flour,2022-02-15,64.62,68.83,False
Kalobeyei (Village 1),Salt,2022-02-15,63.449999999999996,61.65,False
Kakuma 3,Beans (dry),2022-02-15,105.44,100.27,False
Kalobeyei (Village 2),Wheat flour,2022-02-15,70.0,81.67,True
Kalobeyei (Village 1),Maize flour,2022-02-15,66.15,74.5,False
Kakuma 2,Maize,2022-02-15,46.54,47.17,False
Kakuma 2,Sugar,2022-02-15,127.69,129.67,False
Kakuma 4,Beans (dry),2022-02-15,110.0,110.0,False
HongKong (Kakuma),Salt,2022-02-15,76.9,50.0,True
Kakuma 3,Maize,2022-02-15,42.77,53.62,True
Mogadishu (Kakuma),Salt,2022-02-15,50.0,50.0,False
Kakuma 4,Rice,2022-02-15,98.46,103.67,False
Kakuma 2,Potatoes (Irish),2022-02-15,47.69,49.38,False
Kalobeyei (Village 3),Salt,2022-02-15,50.0,55.849999999999994,False
HongKong (Kakuma),Wheat flour,2022-02-15,75.0,77.19,False
Ethiopia (Kakuma),Wheat flour,2022-02-15,75.19,74.69,False
Kakuma 3,Meat (goat),2022-02-15,450.0,522.33,True
Kakuma 3,Wheat flour,2022-02-15,77.28,78.12,False
Ethiopia (Kakuma),Maize,2022-02-15,45.38,44.38,False
Kakuma 4,Potatoes (Irish),2022-02-15,50.0,50.0,False
Kakuma 2,Wheat flour,2022-02-15,78.85,76.33,False
Kalobeyei (Village 1),Maize,2022-02-15,46.35,47.33,False
Kakuma 3,Rice,2022-02-15,126.23,123.62,False
Ethiopia (Kakuma),Rice,2022-02-15,130.77,93.75,True
Kakuma 4,Salt,2022-02-15,54.5,53.89999999999999,False
Kakuma 3,Potatoes (Irish),2022-02-15,50.0,49.22,False
Ethiopia (Kakuma),Beans (dry),2022-02-15,105.38,104.38,False
Kalobeyei (Village 1),Wheat flour,2022-02-15,83.65,83.83,False
Kalobeyei (Village 2),Salt,2022-02-15,76.9,73.35,False
Kakuma 2,Beans (dry),2022-02-15,104.62,105.33,False
Kalobeyei (Village 3),Wheat flour,2022-02-15,71.92,73.0,False
Mogadishu (Kakuma),Maize flour,2022-02-15,70.0,70.0,False
Kalobeyei (Village 1),Potatoes (Irish),2022-02-15,50.0,54.38,False
HongKong (Kakuma),Maize flour,2022-02-15,70.0,70.0,False
Kalobeyei (Village 3),Wheat flour,2023-01-15,105.0,71.92,True
HongKong (Kakuma),Salt,2023-01-15,56.25,76.9,True
Kalobeyei (Village 1),Sugar,2023-01-15,160.0,132.69,True
Hagadera (Daadab),Beans (dry),2023-01-15,132.21,90.12,True
Hagadera (Daadab),Potatoes (Irish),2023-01-15,72.87,50.9,True
Kakuma 3,Maize flour,2023-01-15,101.25,70.9,True
Hagadera (Daadab),Meat (goat),2023-01-15,500.0,500.0,False
Hagadera (Daadab),Salt,2023-01-15,50.0,50.0,False
Kalobeyei (Village 3),Sugar,2023-01-15,157.5,127.69,True
Kalobeyei (Village 2),Beans (dry),2023-01-15,140.83,105.38,True
IFO (Daadab),Maize flour,2023-01-15,112.96,60.56,True
Kakuma 2,Maize,2023-01-15,62.5,46.54,True
Kakuma 3,Maize,2023-01-15,65.0,42.77,True
Hagadera (Daadab),Maize,2023-01-15,50.0,52.31,False
Mogadishu (Kakuma),Salt,2023-01-15,50.0,50.0,False
Hagadera (Daadab),Maize flour,2023-01-15,101.59,66.41,True
Kalobeyei (Village 2),Rice,2023-01-15,145.0,122.69,True
Kalobeyei (Village 2),Maize flour,2023-01-15,105.0,60.0,True
Mogadishu (Kakuma),Maize flour,2023-01-15,100.0,70.0,True
Kakuma 4,Maize,2023-01-15,65.0,45.0,True
Hagadera (Daadab),Rice,2023-01-15,102.46,85.95,True
Kalobeyei (Village 3),Salt,2023-01-15,50.0,50.0,False
Kalobeyei (Village 2),Salt,2023-01-15,60.4,76.9,False
HongKong (Kakuma),Wheat flour,2023-01-15,110.0,75.0,True
Kakuma 3,Rice,2023-01-15,145.42,126.23,True
Kakuma 4,Beans (dry),2023-01-15,135.0,110.0,True
Kalobeyei (Village 2),Maize,2023-01-15,73.33,47.31,True
IFO (Daadab),Salt,2023-01-15,50.0,50.0,False
Kakuma 2,Salt,2023-01-15,50.0,50.0,False
Mogadishu (Kakuma),Beans (dry),2023-01-15,140.0,100.0,True
Kalobeyei (Village 2),Sugar,2023-01-15,166.67,124.46,True
Ethiopia (Kakuma),Salt,2023-01-15,50.0,63.449999999999996,False
IFO (Daadab),Sugar,2023-01-15,136.51,114.39,True
Kalobeyei (Village 3),Maize flour,2023-01-15,100.0,75.38,True
IFO (Daadab),Maize,2023-01-15,64.7,50.0,True
Kalobeyei (Village 3),Beans (dry),2023-01-15,142.5,110.77,True
Kakuma 4,Maize flour,2023-01-15,92.5,68.85,True
Kalobeyei (Village 1),Maize,2023-01-15,65.0,46.35,True
Kakuma 3,Potatoes (Irish),2023-01-15,82.5,50.0,True
Kalobeyei (Village 1),Maize flour,2023-01-15,100.0,66.15,True
Kakuma 4,Wheat flour,2023-01-15,107.5,80.0,True
Mogadishu (Kakuma),Sugar,2023-01-15,157.5,132.69,True
Kakuma 3,Meat (beef),2023-01-15,600.0,450.0,True
Kakuma 3,Wheat flour,2023-01-15,106.67,77.28,True
Hagadera (Daadab),Sugar,2023-01-15,142.09,120.3,True
IFO (Daadab),Rice,2023-01-15,117.41,89.1,True
Ethiopia (Kakuma),Beans (dry),2023-01-15,142.5,105.38,True
Kalobeyei (Village 1),Beans (dry),2023-01-15,132.5,104.62,True
IFO (Daadab),Meat (goat),2023-01-15,600.0,562.5,False
Kakuma 3,Salt,2023-01-15,50.0,50.0,False
Kakuma 4,Rice,2023-01-15,130.0,98.46,True
Kakuma 2,Wheat flour,2023-01-15,108.33,78.85,True
Ethiopia (Kakuma),Maize,2023-01-15,75.0,45.38,True
Kakuma 2,Potatoes (Irish),2023-01-15,70.0,47.69,True
HongKong (Kakuma),Maize flour,2023-01-15,102.5,70.0,True
Kalobeyei (Village 1),Rice,2023-01-15,125.0,100.0,True
HongKong (Kakuma),Maize,2023-01-15,57.5,42.69,True
Kakuma 2,Beans (dry),2023-01-15,117.5,104.62,False
Mogadishu (Kakuma),Rice,2023-01-15,147.5,132.69,False
Kalobeyei (Village 1),Potatoes (Irish),2023-01-15,100.0,50.0,True
Kalobeyei (Village 2),Wheat flour,2023-01-15,114.17,70.0,True
Kakuma 2,Maize flour,2023-01-15,100.0,64.62,True
Kakuma 2,Rice,2023-01-15,135.0,119.23,False
Ethiopia (Kakuma),Maize flour,2023-01-15,102.5,67.69,True
HongKong (Kakuma),Sugar,2023-01-15,165.0,130.0,True
Ethiopia (Kakuma),Sugar,2023-01-15,155.0,125.38,True
Kakuma 3,Meat (goat),2023-01-15,600.0,450.0,True
HongKong (Kakuma),Beans (dry),2023-01-15,137.5,105.38,True
Kakuma 4,Salt,2023-01-15,56.25,54.5,False
IFO (Daadab),Beans (dry),2023-01-15,125.44,101.93,True
Ethiopia (Kakuma),Rice,2023-01-15,142.5,130.77,False
IFO (Daadab),Wheat flour,2023-01-15,118.64,79.67,True
Kalobeyei (Village 1),Salt,2023-01-15,50.0,63.449999999999996,False
Hagadera (Daadab),Meat (camel),2023-01-15,500.0,494.74,False
Kakuma 3,Beans (dry),2023-01-15,132.92,105.44,True
Kakuma 3,Sugar,2023-01-15,157.92,134.0,True
Kalobeyei (Village 1),Wheat flour,2023-01-15,120.0,83.65,True
Hagadera (Daadab),Wheat flour,2023-01-15,101.82,80.0,True
IFO (Daadab),Meat (camel),2023-01-15,550.0,587.5,False
Ethiopia (Kakuma),Wheat flour,2023-01-15,112.5,75.19,True
Kalobeyei (Village 3),Rice,2023-01-15,137.5,100.0,True
Kakuma 2,Sugar,2023-01-15,158.33,127.69,True
HongKong (Kakuma),Rice,2023-01-15,142.5,113.85,True
IFO (Daadab),Potatoes (Irish),2023-01-15,68.11,56.58,True
Kakuma 4,Salt,2023-02-15,50.0,56.25,False
Kalobeyei (Village 2),Salt,2023-02-15,55.55,60.4,False
Kakuma 3,Wheat flour,2023-02-15,120.52,106.67,False
Hagadera (Daadab),Salt,2023-02-15,50.0,50.0,False
Hagadera (Daadab),Sugar,2023-02-15,133.51,142.09,False
Kakuma 2,Potatoes (Irish),2023-02-15,93.13,70.0,True
Kakuma 3,Beans (dry),2023-02-15,130.62,132.92,False
Kalobeyei (Village 3),Salt,2023-02-15,52.8,50.0,False
Kakuma 3,Potatoes (Irish),2023-02-15,78.89,82.5,False
Kakuma 4,Potatoes (Irish),2023-02-15,90.0,50.0,True
Ethiopia (Kakuma),Maize,2023-02-15,70.0,75.0,False
Hagadera (Daadab),Maize,2023-02-15,50.0,50.0,False
Hagadera (Daadab),Meat (camel),2023-02-15,500.0,500.0,False
Kalobeyei (Village 1),Wheat flour,2023-02-15,129.44,120.0,False
Kalobeyei (Village 3),Maize flour,2023-02-15,111.11,100.0,False
HongKong (Kakuma),Maize flour,2023-02-15,100.0,102.5,False
IFO (Daadab),Wheat flour,2023-02-15,116.8,118.64,False
Kakuma 2,Beans (dry),2023-02-15,115.21,117.5,False
Ethiopia (Kakuma),Rice,2023-02-15,130.0,142.5,False
Kakuma 3,Meat (goat),2023-02-15,600.0,600.0,False
HongKong (Kakuma),Beans (dry),2023-02-15,146.11,137.5,False
Ethiopia (Kakuma),Salt,2023-02-15,58.349999999999994,50.0,False
Hagadera (Daadab),Wheat flour,2023-02-15,100.45,101.82,False
Ethiopia (Kakuma),Beans (dry),2023-02-15,140.0,142.5,False
IFO (Daadab),Maize,2023-02-15,65.2,64.7,False
Kakuma 2,Sugar,2023-02-15,149.53,158.33,False
Kakuma 4,Rice,2023-02-15,127.25,130.0,False
Mogadishu (Kakuma),Salt,2023-02-15,50.0,50.0,False
HongKong (Kakuma),Salt,2023-02-15,50.0,56.25,False
Mogadishu (Kakuma),Beans (dry),2023-02-15,130.0,140.0,False
Kalobeyei (Village 3),Wheat flour,2023-02-15,117.22,105.0,False
IFO (Daadab),Meat (camel),2023-02-15,562.5,550.0,False
Kakuma 2,Maize,2023-02-15,85.56,62.5,True
Kakuma 4,Beans (dry),2023-02-15,140.42,135.0,False
Ethiopia (Kakuma),Wheat flour,2023-02-15,113.33,112.5,False
Hagadera (Daadab),Meat (goat),2023-02-15,500.0,500.0,False
IFO (Daadab),Sugar,2023-02-15,125.05,136.51,False
Kalobeyei (Village 1),Salt,2023-02-15,50.0,50.0,False
Kalobeyei (Village 1),Maize,2023-02-15,60.0,65.0,False
Kakuma 3,Rice,2023-02-15,125.73,145.42,True
Kalobeyei (Village 1),Maize flour,2023-02-15,110.0,100.0,False
Kakuma 2,Salt,2023-02-15,60.949999999999996,50.0,False
Hagadera (Daadab),Beans (dry),2023-02-15,146.29,132.21,False
Kakuma 2,Wheat flour,2023-02-15,113.75,108.33,False
IFO (Daadab),Meat (goat),2023-02-15,600.0,600.0,False
Hagadera (Daadab),Rice,2023-02-15,99.92,102.46,False
Kalobeyei (Village 2),Rice,2023-02-15,138.06,145.0,False
HongKong (Kakuma),Sugar,2023-02-15,146.67,165.0,False
Mogadishu (Kakuma),Maize flour,2023-02-15,100.0,100.0,False
Kakuma 3,Maize,2023-02-15,87.5,65.0,True
Kalobeyei (Village 2),Wheat flour,2023-02-15,122.78,114.17,False
Kakuma 4,Maize flour,2023-02-15,100.16,92.5,False
Kalobeyei (Village 3),Sugar,2023-02-15,154.44,157.5,False
Kalobeyei (Village 2),Beans (dry),2023-02-15,146.11,140.83,False
Kalobeyei (Village 3),Rice,2023-02-15,145.0,137.5,False
IFO (Daadab),Maize flour,2023-02-15,113.16,112.96,False
HongKong (Kakuma),Rice,2023-02-15,142.78,142.5,False
IFO (Daadab),Potatoes (Irish),2023-02-15,69.02,68.11,False
Ethiopia (Kakuma),Sugar,2023-02-15,156.67,155.0,False
Mogadishu (Kakuma),Sugar,2023-02-15,150.0,157.5,False
Kakuma 3,Sugar,2023-02-15,151.35,157.92,False
Kalobeyei (Village 1),Rice,2023-02-15,120.0,125.0,False
Kakuma 2,Maize flour,2023-02-15,109.38,100.0,False
Kakuma 3,Maize flour,2023-02-15,116.67,101.25,False
IFO (Daadab),Salt,2023-02-15,50.0,50.0,False
HongKong (Kakuma),Maize,2023-02-15,60.0,57.5,False
IFO (Daadab),Beans (dry),2023-02-15,124.67,125.44,False
Kakuma 3,Meat (beef),2023-02-15,600.0,600.0,False
Hagadera (Daadab),Maize flour,2023-02-15,100.0,101.59,False
Kalobeyei (Village 1),Sugar,2023-02-15,152.22,160.0,False
Kakuma 4,Wheat flour,2023-02-15,107.19,107.5,False
Kalobeyei (Village 2),Maize flour,2023-02-15,98.33,105.0,False
Kalobeyei (Village 2),Maize,2023-02-15,67.22,73.33,False
Kalobeyei (Village 3),Beans (dry),2023-02-15,131.67,142.5,False
Hagadera (Daadab),Potatoes (Irish),2023-02-15,70.81,72.87,False
Kalobeyei (Village 1),Beans (dry),2023-02-15,153.89,132.5,False
HongKong (Kakuma),Wheat flour,2023-02-15,105.0,110.0,False
Mogadishu (Kakuma),Rice,2023-02-15,170.0,147.5,False
Ethiopia (Kakuma),Maize flour,2023-02-15,103.33,102.5,False
Kakuma 4,Maize,2023-02-15,74.48,65.0,False
IFO (Daadab),Rice,2023-02-15,117.09,117.41,False
Kakuma 3,Salt,2023-02-15,60.949999999999996,50.0,True
Kakuma 2,Rice,2023-02-15,146.77,135.0,False
Kalobeyei (Village 2),Sugar,2023-02-15,155.56,166.67,False
Kakuma 3,Salt,2023-03-15,50.0,60.949999999999996,True
IFO (Daadab),Meat (camel),2023-03-15,532.46,562.5,False
Kalobeyei (Village 3),Rice,2023-03-15,145.0,145.0,False
IFO (Daadab),Sugar,2023-03-15,128.94,125.05,False
Kakuma 4,Beans (dry),2023-03-15,120.0,140.42,True
IFO (Daadab),Potatoes (Irish),2023-03-15,77.98,69.02,False
Kalobeyei (Village 3),Sugar,2023-03-15,170.0,154.44,False
Kakuma 2,Maize,2023-03-15,70.0,85.56,True
Kakuma 2,Sugar,2023-03-15,155.0,149.53,False
HongKong (Kakuma),Wheat flour,2023-03-15,105.0,105.0,False
Kalobeyei (Village 2),Wheat flour,2023-03-15,115.0,122.78,False
Kakuma 2,Wheat flour,2023-03-15,105.0,113.75,False
Kalobeyei (Village 2),Rice,2023-03-15,140.0,138.06,False
Kalobeyei (Village 1),Wheat flour,2023-03-15,110.0,129.44,True
HongKong (Kakuma),Maize flour,2023-03-15,100.0,100.0,False
Hagadera (Daadab),Meat (camel),2023-03-15,489.23,500.0,False
HongKong (Kakuma),Beans (dry),2023-03-15,150.0,146.11,False
Hagadera (Daadab),Potatoes (Irish),2023-03-15,84.51,70.81,False
Kakuma 3,Potatoes (Irish),2023-03-15,75.0,78.89,False
Kakuma 3,Maize flour,2023-03-15,105.0,116.67,False
Kalobeyei (Village 3),Wheat flour,2023-03-15,125.0,117.22,False
HongKong (Kakuma),Rice,2023-03-15,170.0,142.78,True
Kakuma 2,Maize flour,2023-03-15,105.0,109.38,False
Hagadera (Daadab),Rice,2023-03-15,102.19,99.92,False
Hagadera (Daadab),Maize flour,2023-03-15,101.67,100.0,False
Kakuma 3,Beans (dry),2023-03-15,135.0,130.62,False
Kakuma 3,Rice,2023-03-15,142.5,125.73,False
Hagadera (Daadab),Beans (dry),2023-03-15,150.21,146.29,False
Hagadera (Daadab),Maize,2023-03-15,50.0,50.0,False
IFO (Daadab),Beans (dry),2023-03-15,147.06,124.67,True
